Delivery_person_Age,Delivery_person_Ratings,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),Preparation_Time_Min,order_month,orderd_hour
20.0,4.8,2022-03-06,1900-01-01 17:20:00,1900-01-01 17:30:00,Fog,Medium,Good,Drinks,scooter,1.0,No,Metropolitian,36,10.0,3,17
24.0,4.7,2022-03-25,1900-01-01 20:25:00,1900-01-01 20:40:00,Windy,Jam,Average,Buffet,scooter,1.0,No,Metropolitian,15,15.0,3,20
22.0,4.1,2022-03-11,1900-01-01 12:40:00,1900-01-01 12:50:00,Windy,High,Poor,Buffet,motorcycle,0.0,No,Metropolitian,31,10.0,3,12
26.0,4.7,2022-03-01,1900-01-01 09:45:00,1900-01-01 10:00:00,Stormy,Low,Average,Drinks,scooter,0.0,No,Metropolitian,15,15.0,3,9
38.0,4.7,2022-04-01,1900-01-01 13:40:00,1900-01-01 13:45:00,Stormy,High,Good,Drinks,motorcycle,0.0,No,Metropolitian,29,5.0,4,13
37.0,5.0,2022-02-13,1900-01-01 13:40:00,1900-01-01 13:45:00,Stormy,High,Average,Buffet,motorcycle,1.0,No,Metropolitian,32,5.0,2,13
31.0,5.0,2022-03-03,1900-01-01 13:35:00,1900-01-01 13:50:00,Stormy,High,Good,Snack,electric_scooter,1.0,No,Metropolitian,26,15.0,3,13
25.0,4.9,2022-03-07,1900-01-01 18:15:00,1900-01-01 18:30:00,Sunny,Medium,Poor,Buffet,motorcycle,0.0,No,Metropolitian,20,15.0,3,18
23.0,4.4,2022-03-05,1900-01-01 19:30:00,1900-01-01 19:40:00,Stormy,Jam,Poor,Meal,motorcycle,1.0,No,Metropolitian,32,10.0,3,19
32.0,4.9,2022-04-01,1900-01-01 17:35:00,1900-01-01 17:45:00,Cloudy,Medium,Good,Meal,scooter,1.0,No,Metropolitian,19,10.0,4,17
28.0,4.6,2022-03-02,1900-01-01 19:15:00,1900-01-01 19:20:00,Fog,Jam,Average,Drinks,scooter,1.0,No,Metropolitian,40,5.0,3,19
37.0,4.9,2022-03-24,1900-01-01 10:10:00,1900-01-01 10:20:00,Fog,Low,Good,Drinks,scooter,1.0,No,Metropolitian,18,10.0,3,10
39.0,4.2,2022-03-31,1900-01-01 20:45:00,1900-01-01 21:00:00,Fog,Jam,Good,Snack,scooter,3.0,No,Metropolitian,44,15.0,3,20
31.0,4.9,2022-03-17,1900-01-01 20:00:00,1900-01-01 20:15:00,Stormy,Jam,Poor,Meal,motorcycle,0.0,Yes,Urban,49,15.0,3,20
29.0,4.0,2022-03-19,1900-01-01 21:00:00,1900-01-01 21:10:00,Fog,Jam,Average,Snack,motorcycle,1.0,No,Urban,31,10.0,3,21
36.0,4.7,2022-03-17,1900-01-01 17:25:00,1900-01-01 17:40:00,Cloudy,Medium,Average,Meal,motorcycle,1.0,No,Urban,15,15.0,3,17
31.0,4.2,2022-03-01,1900-01-01 12:10:00,1900-01-01 12:25:00,Stormy,High,Average,Snack,motorcycle,1.0,No,Metropolitian,34,15.0,3,12
34.0,4.7,2022-03-14,1900-01-01 21:50:00,1900-01-01 22:00:00,Cloudy,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,51,10.0,3,21
29.0,4.4,2022-03-15,1900-01-01 12:45:00,1900-01-01 12:50:00,Sunny,High,Poor,Buffet,motorcycle,1.0,No,Metropolitian,44,5.0,3,12
20.0,4.8,2022-03-14,1900-01-01 23:25:00,1900-01-01 23:40:00,Sunny,Low,Poor,Drinks,motorcycle,1.0,No,Metropolitian,29,15.0,3,23
25.0,4.5,2022-03-09,1900-01-01 11:35:00,1900-01-01 11:40:00,Sunny,High,Good,Meal,scooter,0.0,No,Urban,17,5.0,3,11
29.0,4.7,2022-04-06,1900-01-01 22:00:00,1900-01-01 22:10:00,Windy,Jam,Good,Buffet,electric_scooter,1.0,No,Urban,23,10.0,4,22
32.0,4.4,2022-03-23,1900-01-01 19:35:00,1900-01-01 19:50:00,Stormy,Jam,Poor,Meal,motorcycle,1.0,No,Metropolitian,37,15.0,3,19
32.0,3.7,2022-03-04,1900-01-01 20:00:00,1900-01-01 20:15:00,Sandstorms,Jam,Good,Meal,scooter,1.0,No,Metropolitian,35,15.0,3,20
36.0,4.3,2022-03-03,1900-01-01 22:25:00,1900-01-01 22:40:00,Windy,Low,Poor,Meal,motorcycle,1.0,No,Metropolitian,22,15.0,3,22
21.0,4.8,2022-02-13,1900-01-01 14:55:00,1900-01-01 15:05:00,Cloudy,High,Good,Meal,scooter,1.0,No,Metropolitian,21,10.0,2,14
32.0,5.0,2022-03-26,1900-01-01 21:10:00,1900-01-01 21:15:00,Sandstorms,Jam,Average,Drinks,motorcycle,0.0,No,Urban,26,5.0,3,21
35.0,4.8,2022-03-19,1900-01-01 14:10:00,1900-01-01 14:15:00,Sunny,High,Average,Meal,scooter,1.0,No,Urban,20,5.0,3,14
22.0,4.6,2022-03-13,1900-01-01 08:40:00,1900-01-01 08:55:00,Stormy,Low,Good,Snack,electric_scooter,1.0,No,Urban,14,15.0,3,8
31.0,4.9,2022-03-05,1900-01-01 11:45:00,1900-01-01 11:55:00,Sandstorms,High,Average,Drinks,scooter,1.0,No,Metropolitian,32,10.0,3,11
32.0,4.8,2022-04-05,1900-01-01 10:35:00,1900-01-01 10:40:00,Fog,Low,Good,Drinks,scooter,0.0,No,Metropolitian,16,5.0,4,10
35.0,4.9,2022-03-09,1900-01-01 23:35:00,1900-01-01 23:40:00,Sunny,Low,Good,Drinks,scooter,1.0,No,Metropolitian,16,5.0,3,23
36.0,4.7,2022-03-26,1900-01-01 23:30:00,1900-01-01 23:35:00,Fog,Low,Poor,Meal,motorcycle,1.0,No,Urban,24,5.0,3,23
35.0,4.2,2022-03-25,1900-01-01 17:20:00,1900-01-01 17:30:00,Cloudy,Medium,Good,Buffet,electric_scooter,1.0,No,Metropolitian,33,10.0,3,17
27.0,4.2,2022-03-27,1900-01-01 19:30:00,1900-01-01 19:40:00,Windy,Jam,Poor,Drinks,motorcycle,1.0,No,Metropolitian,34,10.0,3,19
27.0,4.7,2022-03-27,1900-01-01 19:35:00,1900-01-01 19:45:00,Windy,Jam,Good,Drinks,motorcycle,1.0,No,Metropolitian,24,10.0,3,19
29.0,4.9,2022-04-05,1900-01-01 22:25:00,1900-01-01 22:30:00,Stormy,Low,Good,Meal,electric_scooter,0.0,No,Metropolitian,12,5.0,4,22
32.0,4.0,2022-03-07,1900-01-01 18:30:00,1900-01-01 18:45:00,Windy,Medium,Good,Drinks,electric_scooter,1.0,No,Metropolitian,31,15.0,3,18
27.0,4.5,2022-03-07,1900-01-01 09:15:00,1900-01-01 09:30:00,Fog,Low,Average,Snack,motorcycle,0.0,No,Metropolitian,15,15.0,3,9
30.0,4.4,2022-04-04,1900-01-01 21:45:00,1900-01-01 21:50:00,Cloudy,Jam,Good,Buffet,motorcycle,2.0,No,Metropolitian,41,5.0,4,21
34.0,4.6,2022-03-13,1900-01-01 23:10:00,1900-01-01 23:25:00,Fog,Low,Poor,Meal,motorcycle,0.0,No,Urban,20,15.0,3,23
20.0,4.5,2022-03-26,1900-01-01 21:35:00,1900-01-01 21:40:00,Cloudy,Jam,Average,Buffet,scooter,0.0,No,Metropolitian,27,5.0,3,21
26.0,4.7,2022-03-19,1900-01-01 21:35:00,1900-01-01 21:50:00,Sunny,Jam,Good,Drinks,electric_scooter,1.0,No,Urban,16,15.0,3,21
24.0,4.8,2022-03-31,1900-01-01 18:40:00,1900-01-01 18:50:00,Sandstorms,Medium,Good,Drinks,motorcycle,1.0,No,Metropolitian,15,10.0,3,18
31.0,4.8,2022-03-27,1900-01-01 17:35:00,1900-01-01 17:50:00,Cloudy,Medium,Poor,Buffet,motorcycle,1.0,No,Metropolitian,35,15.0,3,17
35.0,4.5,2022-04-05,1900-01-01 18:45:00,1900-01-01 19:00:00,Sandstorms,Medium,Poor,Drinks,motorcycle,0.0,No,Metropolitian,26,15.0,4,18
31.0,5.0,2022-03-11,1900-01-01 13:00:00,1900-01-01 13:10:00,Sandstorms,High,Average,Drinks,scooter,1.0,No,Metropolitian,31,10.0,3,13
22.0,4.7,2022-04-06,1900-01-01 18:30:00,1900-01-01 18:40:00,Windy,Medium,Good,Meal,motorcycle,0.0,No,Urban,27,10.0,4,18
27.0,4.8,2022-03-27,1900-01-01 19:40:00,1900-01-01 19:55:00,Sandstorms,Jam,Average,Meal,scooter,0.0,No,Metropolitian,15,15.0,3,19
32.0,3.8,2022-02-18,1900-01-01 18:40:00,1900-01-01 18:45:00,Sandstorms,Medium,Average,Snack,motorcycle,1.0,No,Metropolitian,34,5.0,2,18
29.0,4.9,2022-03-28,1900-01-01 09:30:00,1900-01-01 09:40:00,Stormy,Low,Average,Buffet,motorcycle,0.0,No,Urban,11,10.0,3,9
32.0,4.8,2022-03-13,1900-01-01 17:50:00,1900-01-01 18:05:00,Windy,Medium,Good,Drinks,electric_scooter,0.0,No,Metropolitian,28,15.0,3,17
32.0,4.8,2022-02-14,1900-01-01 22:25:00,1900-01-01 22:30:00,Sunny,Low,Good,Drinks,electric_scooter,1.0,No,Metropolitian,25,5.0,2,22
32.0,4.2,2022-03-02,1900-01-01 18:30:00,1900-01-01 18:45:00,Cloudy,Medium,Average,Buffet,motorcycle,1.0,No,Metropolitian,32,15.0,3,18
24.0,5.0,2022-03-27,1900-01-01 18:40:00,1900-01-01 18:50:00,Fog,Medium,Good,Buffet,motorcycle,0.0,No,Metropolitian,32,10.0,3,18
34.0,4.7,2022-03-23,1900-01-01 21:30:00,1900-01-01 21:40:00,Windy,Jam,Poor,Buffet,motorcycle,2.0,No,Metropolitian,37,10.0,3,21
24.0,4.7,2022-03-07,1900-01-01 19:30:00,1900-01-01 19:45:00,Cloudy,Jam,Average,Drinks,scooter,1.0,No,Urban,28,15.0,3,19
32.0,4.5,2022-03-26,1900-01-01 09:20:00,1900-01-01 09:30:00,Windy,Low,Average,Drinks,motorcycle,0.0,No,Metropolitian,27,10.0,3,9
39.0,4.5,2022-03-30,1900-01-01 22:40:00,1900-01-01 22:45:00,Cloudy,Low,Average,Drinks,motorcycle,1.0,No,Metropolitian,15,5.0,3,22
30.0,4.2,2022-03-31,1900-01-01 21:55:00,1900-01-01 22:00:00,Sandstorms,Jam,Average,Snack,motorcycle,1.0,No,Metropolitian,37,5.0,3,21
33.0,4.9,2022-03-14,1900-01-01 18:55:00,1900-01-01 19:10:00,Windy,Medium,Good,Meal,scooter,1.0,No,Metropolitian,27,15.0,3,18
34.0,4.5,2022-02-11,1900-01-01 08:30:00,1900-01-01 08:35:00,Windy,Low,Good,Meal,electric_scooter,1.0,No,Metropolitian,23,5.0,2,8
28.0,4.9,2022-03-26,1900-01-01 15:35:00,1900-01-01 15:40:00,Cloudy,Medium,Average,Drinks,motorcycle,1.0,No,Metropolitian,12,5.0,3,15
34.0,4.7,2022-04-02,1900-01-01 20:25:00,1900-01-01 20:35:00,Cloudy,Jam,Good,Drinks,electric_scooter,2.0,Yes,Urban,41,10.0,4,20
23.0,4.7,2022-03-11,1900-01-01 23:35:00,1900-01-01 23:40:00,Windy,Low,Good,Drinks,motorcycle,1.0,No,Metropolitian,18,5.0,3,23
31.0,4.2,2022-03-07,1900-01-01 08:50:00,1900-01-01 09:05:00,Stormy,Low,Poor,Buffet,motorcycle,0.0,No,Metropolitian,33,15.0,3,8
23.0,4.7,2022-03-17,1900-01-01 15:00:00,1900-01-01 15:15:00,Stormy,High,Good,Snack,motorcycle,0.0,No,Metropolitian,23,15.0,3,15
33.0,4.2,2022-03-27,1900-01-01 17:15:00,1900-01-01 17:25:00,Cloudy,Medium,Good,Meal,scooter,2.0,No,Urban,41,10.0,3,17
37.0,4.8,2022-03-06,1900-01-01 17:15:00,1900-01-01 17:25:00,Stormy,Medium,Good,Snack,scooter,0.0,No,Metropolitian,20,10.0,3,17
37.0,4.7,2022-03-30,1900-01-01 09:50:00,1900-01-01 10:05:00,Sunny,Low,Average,Drinks,motorcycle,1.0,No,Urban,18,15.0,3,9
25.0,4.9,2022-03-06,1900-01-01 23:30:00,1900-01-01 23:40:00,Sandstorms,Low,Poor,Buffet,motorcycle,1.0,No,Metropolitian,17,10.0,3,23
29.0,5.0,2022-04-06,1900-01-01 19:30:00,1900-01-01 19:40:00,Fog,Jam,Good,Drinks,electric_scooter,1.0,No,Metropolitian,40,10.0,4,19
32.0,4.0,2022-03-24,1900-01-01 11:25:00,1900-01-01 11:30:00,Stormy,High,Poor,Buffet,motorcycle,1.0,No,Metropolitian,40,5.0,3,11
31.0,4.9,2022-02-18,1900-01-01 18:15:00,1900-01-01 18:25:00,Sunny,Medium,Good,Snack,motorcycle,0.0,No,Metropolitian,22,10.0,2,18
23.0,4.6,2022-03-08,1900-01-01 18:35:00,1900-01-01 18:40:00,Fog,Medium,Good,Snack,scooter,2.0,No,Metropolitian,36,5.0,3,18
38.0,4.2,2022-03-04,1900-01-01 23:15:00,1900-01-01 23:20:00,Fog,Low,Average,Drinks,scooter,1.0,No,Metropolitian,36,5.0,3,23
35.0,4.7,2022-02-13,1900-01-01 13:20:00,1900-01-01 13:25:00,Cloudy,High,Poor,Buffet,motorcycle,1.0,No,Metropolitian,33,5.0,2,13
33.0,4.8,2022-03-11,1900-01-01 10:25:00,1900-01-01 10:30:00,Sandstorms,Low,Average,Snack,scooter,1.0,No,Metropolitian,24,5.0,3,10
32.0,4.1,2022-04-03,1900-01-01 10:50:00,1900-01-01 11:05:00,Windy,Low,Poor,Buffet,motorcycle,1.0,No,Metropolitian,32,15.0,4,10
33.0,4.4,2022-03-05,1900-01-01 09:15:00,1900-01-01 09:20:00,Windy,Low,Poor,Meal,motorcycle,1.0,No,Urban,27,5.0,3,9
22.0,4.7,2022-03-24,1900-01-01 15:15:00,1900-01-01 15:25:00,Windy,Medium,Good,Buffet,scooter,1.0,No,Metropolitian,23,10.0,3,15
28.0,4.7,2022-03-21,1900-01-01 19:00:00,1900-01-01 19:05:00,Stormy,Medium,Poor,Snack,motorcycle,0.0,No,Metropolitian,24,5.0,3,19
30.0,4.9,2022-03-01,1900-01-01 11:30:00,1900-01-01 11:35:00,Cloudy,High,Poor,Snack,motorcycle,0.0,No,Metropolitian,27,5.0,3,11
25.0,4.7,2022-03-08,1900-01-01 19:55:00,1900-01-01 20:10:00,Stormy,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,25,15.0,3,19
25.0,4.2,2022-03-27,1900-01-01 19:00:00,1900-01-01 19:15:00,Fog,Medium,Average,Buffet,motorcycle,1.0,No,Urban,31,15.0,3,19
37.0,4.3,2022-03-19,1900-01-01 13:40:00,1900-01-01 13:45:00,Fog,High,Average,Drinks,scooter,0.0,No,Urban,36,5.0,3,13
28.0,5.0,2022-04-05,1900-01-01 12:00:00,1900-01-01 12:10:00,Stormy,High,Good,Drinks,motorcycle,0.0,No,Metropolitian,21,10.0,4,12
20.0,4.7,2022-04-05,1900-01-01 20:15:00,1900-01-01 20:30:00,Windy,Jam,Average,Meal,motorcycle,1.0,No,Urban,15,15.0,4,20
20.0,4.8,2022-02-17,1900-01-01 11:45:00,1900-01-01 12:00:00,Cloudy,High,Good,Meal,scooter,1.0,No,Urban,33,15.0,2,11
25.0,4.6,2022-03-28,1900-01-01 16:00:00,1900-01-01 16:15:00,Windy,Medium,Good,Drinks,motorcycle,0.0,No,Urban,28,15.0,3,16
28.0,4.1,2022-03-31,1900-01-01 20:20:00,1900-01-01 20:30:00,Windy,Jam,Poor,Meal,motorcycle,2.0,No,Urban,36,10.0,3,20
23.0,4.7,2022-03-24,1900-01-01 18:00:00,1900-01-01 18:15:00,Cloudy,Medium,Poor,Buffet,motorcycle,1.0,No,Metropolitian,25,15.0,3,18
39.0,4.1,2022-03-15,1900-01-01 08:20:00,1900-01-01 08:25:00,Windy,Low,Poor,Meal,motorcycle,1.0,No,Metropolitian,28,5.0,3,8
20.0,4.7,2022-02-15,1900-01-01 18:20:00,1900-01-01 18:35:00,Sandstorms,Medium,Average,Buffet,scooter,0.0,No,Metropolitian,20,15.0,2,18
24.0,4.9,2022-03-04,1900-01-01 18:40:00,1900-01-01 18:55:00,Cloudy,Medium,Poor,Buffet,motorcycle,0.0,No,Metropolitian,36,15.0,3,18
20.0,4.8,2022-03-08,1900-01-01 17:30:00,1900-01-01 17:45:00,Stormy,Medium,Good,Buffet,electric_scooter,1.0,No,Metropolitian,26,15.0,3,17
21.0,4.7,2022-03-24,1900-01-01 20:45:00,1900-01-01 21:00:00,Fog,Jam,Average,Buffet,motorcycle,1.0,No,Metropolitian,29,15.0,3,20
20.0,4.8,2022-03-14,1900-01-01 22:15:00,1900-01-01 22:25:00,Stormy,Low,Good,Buffet,scooter,1.0,No,Metropolitian,18,10.0,3,22
26.0,4.8,2022-03-28,1900-01-01 09:45:00,1900-01-01 09:55:00,Sunny,Low,Average,Buffet,scooter,0.0,No,Metropolitian,22,10.0,3,9
30.0,4.9,2022-03-13,1900-01-01 21:45:00,1900-01-01 21:50:00,Fog,Jam,Good,Buffet,scooter,0.0,No,Metropolitian,30,5.0,3,21
24.0,4.7,2022-03-13,1900-01-01 11:50:00,1900-01-01 11:55:00,Fog,High,Poor,Buffet,motorcycle,1.0,No,Urban,20,5.0,3,11
38.0,4.5,2022-03-13,1900-01-01 19:50:00,1900-01-01 20:05:00,Sunny,Jam,Average,Buffet,motorcycle,1.0,No,Metropolitian,17,15.0,3,19
37.0,4.8,2022-04-02,1900-01-01 22:55:00,1900-01-01 23:00:00,Windy,Low,Good,Drinks,scooter,0.0,No,Metropolitian,28,5.0,4,22
38.0,4.6,2022-04-01,1900-01-01 18:35:00,1900-01-01 18:40:00,Fog,Medium,Poor,Buffet,motorcycle,0.0,No,Metropolitian,29,5.0,4,18
23.0,4.9,2022-03-29,1900-01-01 21:15:00,1900-01-01 21:25:00,Stormy,Jam,Average,Drinks,motorcycle,1.0,No,Metropolitian,29,10.0,3,21
36.0,4.0,2022-04-04,1900-01-01 18:40:00,1900-01-01 18:45:00,Stormy,Medium,Poor,Meal,motorcycle,2.0,No,Metropolitian,36,5.0,4,18
35.0,3.5,2022-03-18,1900-01-01 21:50:00,1900-01-01 21:55:00,Windy,Jam,Average,Drinks,motorcycle,1.0,No,Urban,34,5.0,3,21
35.0,4.6,2022-03-20,1900-01-01 21:10:00,1900-01-01 21:25:00,Fog,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,45,15.0,3,21
26.0,4.8,2022-03-15,1900-01-01 19:55:00,1900-01-01 20:10:00,Windy,Jam,Poor,Meal,motorcycle,0.0,No,Metropolitian,17,15.0,3,19
22.0,4.5,2022-02-13,1900-01-01 22:40:00,1900-01-01 22:45:00,Windy,Low,Good,Drinks,scooter,0.0,No,Metropolitian,14,5.0,2,22
21.0,4.8,2022-02-15,1900-01-01 20:40:00,1900-01-01 20:55:00,Cloudy,Jam,Poor,Meal,motorcycle,1.0,No,Metropolitian,24,15.0,2,20
25.0,4.9,2022-03-25,1900-01-01 20:55:00,1900-01-01 21:00:00,Sandstorms,Jam,Average,Snack,scooter,1.0,No,Metropolitian,28,5.0,3,20
33.0,4.4,2022-03-10,1900-01-01 22:00:00,1900-01-01 22:15:00,Cloudy,Jam,Good,Snack,scooter,0.0,No,Metropolitian,48,15.0,3,22
32.0,4.2,2022-03-01,1900-01-01 08:15:00,1900-01-01 08:20:00,Windy,Low,Poor,Buffet,motorcycle,1.0,No,Metropolitian,24,5.0,3,8
38.0,4.5,2022-03-17,1900-01-01 22:40:00,1900-01-01 22:55:00,Sunny,Low,Poor,Drinks,motorcycle,1.0,No,Metropolitian,23,15.0,3,22
33.0,4.7,2022-04-04,1900-01-01 23:35:00,1900-01-01 23:45:00,Stormy,Low,Average,Meal,motorcycle,0.0,No,Metropolitian,16,10.0,4,23
39.0,4.8,2022-03-12,1900-01-01 17:30:00,1900-01-01 17:35:00,Sunny,Medium,Average,Buffet,motorcycle,0.0,No,Metropolitian,21,5.0,3,17
33.0,5.0,2022-03-03,1900-01-01 16:30:00,1900-01-01 16:35:00,Sandstorms,Medium,Poor,Snack,motorcycle,0.0,No,Metropolitian,35,5.0,3,16
20.0,4.6,2022-03-20,1900-01-01 18:10:00,1900-01-01 18:20:00,Sunny,Medium,Average,Drinks,motorcycle,1.0,No,Urban,18,10.0,3,18
29.0,4.5,2022-03-02,1900-01-01 19:00:00,1900-01-01 19:15:00,Fog,Medium,Poor,Snack,motorcycle,1.0,Yes,Metropolitian,39,15.0,3,19
20.0,5.0,2022-03-27,1900-01-01 22:50:00,1900-01-01 23:05:00,Fog,Low,Good,Buffet,motorcycle,1.0,No,Metropolitian,24,15.0,3,22
35.0,4.6,2022-02-17,1900-01-01 19:40:00,1900-01-01 19:55:00,Cloudy,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,31,15.0,2,19
33.0,4.9,2022-02-11,1900-01-01 19:55:00,1900-01-01 20:00:00,Sunny,Jam,Good,Snack,electric_scooter,1.0,No,Metropolitian,20,5.0,2,19
37.0,4.2,2022-03-29,1900-01-01 17:30:00,1900-01-01 17:35:00,Stormy,Medium,Poor,Snack,motorcycle,1.0,No,Metropolitian,46,5.0,3,17
26.0,4.7,2022-02-17,1900-01-01 15:40:00,1900-01-01 15:55:00,Cloudy,Medium,Poor,Meal,motorcycle,1.0,No,Metropolitian,22,15.0,2,15
28.0,5.0,2022-03-07,1900-01-01 08:25:00,1900-01-01 08:30:00,Fog,Low,Average,Buffet,motorcycle,0.0,No,Metropolitian,19,5.0,3,8
21.0,4.7,2022-04-06,1900-01-01 18:20:00,1900-01-01 18:30:00,Stormy,Medium,Average,Buffet,scooter,0.0,No,Metropolitian,26,10.0,4,18
25.0,4.8,2022-02-12,1900-01-01 21:25:00,1900-01-01 21:30:00,Sandstorms,Jam,Average,Meal,scooter,0.0,No,Metropolitian,15,5.0,2,21
37.0,4.6,2022-04-03,1900-01-01 08:50:00,1900-01-01 09:00:00,Stormy,Low,Good,Meal,electric_scooter,1.0,No,Metropolitian,25,10.0,4,8
22.0,4.7,2022-03-27,1900-01-01 17:50:00,1900-01-01 18:05:00,Sandstorms,Medium,Good,Drinks,electric_scooter,1.0,No,Metropolitian,21,15.0,3,17
28.0,4.0,2022-03-09,1900-01-01 14:20:00,1900-01-01 14:30:00,Cloudy,High,Average,Drinks,motorcycle,1.0,No,Metropolitian,34,10.0,3,14
27.0,4.6,2022-03-24,1900-01-01 19:00:00,1900-01-01 19:05:00,Windy,Medium,Good,Buffet,motorcycle,0.0,No,Metropolitian,25,5.0,3,19
36.0,4.9,2022-03-17,1900-01-01 11:15:00,1900-01-01 11:30:00,Fog,High,Good,Snack,electric_scooter,1.0,No,Metropolitian,28,15.0,3,11
26.0,5.0,2022-03-12,1900-01-01 21:00:00,1900-01-01 21:15:00,Sandstorms,Jam,Poor,Meal,motorcycle,0.0,No,Metropolitian,36,15.0,3,21
32.0,4.8,2022-03-31,1900-01-01 20:45:00,1900-01-01 20:55:00,Sandstorms,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,43,10.0,3,20
31.0,4.2,2022-03-12,1900-01-01 20:25:00,1900-01-01 20:35:00,Cloudy,Jam,Good,Meal,electric_scooter,1.0,No,Metropolitian,40,10.0,3,20
24.0,4.5,2022-03-26,1900-01-01 09:30:00,1900-01-01 09:35:00,Windy,Low,Poor,Meal,motorcycle,0.0,No,Metropolitian,15,5.0,3,9
37.0,4.5,2022-02-11,1900-01-01 10:30:00,1900-01-01 10:35:00,Windy,Low,Average,Drinks,motorcycle,1.0,No,Metropolitian,28,5.0,2,10
21.0,4.8,2022-03-17,1900-01-01 08:40:00,1900-01-01 08:45:00,Sunny,Low,Average,Snack,scooter,1.0,No,Metropolitian,21,5.0,3,8
22.0,4.6,2022-03-29,1900-01-01 21:45:00,1900-01-01 22:00:00,Windy,Jam,Average,Buffet,scooter,1.0,No,Urban,16,15.0,3,21
34.0,4.6,2022-03-07,1900-01-01 22:20:00,1900-01-01 22:35:00,Windy,Low,Good,Drinks,scooter,0.0,No,Metropolitian,24,15.0,3,22
32.0,4.9,2022-03-02,1900-01-01 23:40:00,1900-01-01 23:45:00,Windy,Low,Good,Snack,scooter,0.0,No,Urban,20,5.0,3,23
25.0,4.6,2022-03-06,1900-01-01 22:00:00,1900-01-01 22:15:00,Windy,Jam,Poor,Snack,motorcycle,1.0,No,Metropolitian,25,15.0,3,22
22.0,4.8,2022-04-01,1900-01-01 17:50:00,1900-01-01 18:05:00,Fog,Medium,Good,Buffet,electric_scooter,0.0,No,Metropolitian,11,15.0,4,17
34.0,4.6,2022-03-23,1900-01-01 22:15:00,1900-01-01 22:30:00,Cloudy,Low,Average,Snack,motorcycle,1.0,No,Metropolitian,29,15.0,3,22
26.0,4.9,2022-03-09,1900-01-01 13:50:00,1900-01-01 14:05:00,Windy,High,Good,Buffet,scooter,1.0,No,Metropolitian,17,15.0,3,13
28.0,4.5,2022-03-05,1900-01-01 18:20:00,1900-01-01 18:35:00,Stormy,Medium,Good,Snack,scooter,1.0,No,Metropolitian,28,15.0,3,18
22.0,4.8,2022-03-16,1900-01-01 19:55:00,1900-01-01 20:05:00,Sunny,Jam,Poor,Drinks,motorcycle,1.0,No,Metropolitian,20,10.0,3,19
31.0,4.6,2022-03-06,1900-01-01 21:00:00,1900-01-01 21:10:00,Cloudy,Jam,Poor,Meal,motorcycle,3.0,No,Metropolitian,49,10.0,3,21
36.0,5.0,2022-03-16,1900-01-01 20:20:00,1900-01-01 20:35:00,Sandstorms,Jam,Poor,Buffet,motorcycle,1.0,Yes,Metropolitian,48,15.0,3,20
30.0,5.0,2022-03-19,1900-01-01 14:20:00,1900-01-01 14:25:00,Cloudy,High,Poor,Buffet,motorcycle,1.0,No,Metropolitian,27,5.0,3,14
23.0,4.8,2022-03-14,1900-01-01 23:20:00,1900-01-01 23:30:00,Stormy,Low,Good,Snack,motorcycle,0.0,No,Metropolitian,18,10.0,3,23
25.0,4.8,2022-03-01,1900-01-01 12:00:00,1900-01-01 12:15:00,Cloudy,High,Average,Snack,motorcycle,1.0,No,Metropolitian,24,15.0,3,12
30.0,4.7,2022-03-23,1900-01-01 22:00:00,1900-01-01 22:10:00,Stormy,Jam,Good,Snack,scooter,1.0,No,Urban,35,10.0,3,22
27.0,4.6,2022-03-31,1900-01-01 17:10:00,1900-01-01 17:15:00,Windy,Medium,Good,Drinks,scooter,1.0,No,Metropolitian,23,5.0,3,17
37.0,4.1,2022-03-06,1900-01-01 17:40:00,1900-01-01 17:45:00,Sandstorms,Medium,Good,Drinks,electric_scooter,2.0,No,Metropolitian,39,5.0,3,17
35.0,4.6,2022-03-05,1900-01-01 22:40:00,1900-01-01 22:55:00,Sandstorms,Low,Average,Buffet,motorcycle,0.0,No,Metropolitian,28,15.0,3,22
20.0,4.7,2022-03-30,1900-01-01 17:10:00,1900-01-01 17:20:00,Stormy,Medium,Average,Buffet,scooter,1.0,No,Metropolitian,29,10.0,3,17
31.0,4.7,2022-02-15,1900-01-01 22:20:00,1900-01-01 22:35:00,Cloudy,Low,Average,Buffet,scooter,0.0,No,Metropolitian,19,15.0,2,22
33.0,4.6,2022-03-28,1900-01-01 18:50:00,1900-01-01 19:05:00,Stormy,Medium,Average,Buffet,motorcycle,0.0,No,Metropolitian,26,15.0,3,18
38.0,4.8,2022-03-19,1900-01-01 19:00:00,1900-01-01 19:05:00,Cloudy,Medium,Average,Snack,motorcycle,1.0,No,Metropolitian,16,5.0,3,19
24.0,4.7,2022-02-12,1900-01-01 22:35:00,1900-01-01 22:45:00,Cloudy,Low,Average,Meal,motorcycle,1.0,No,Urban,20,10.0,2,22
